-2.677277689653808843e-02,-2.986077727931827144e-02,-3.850686653934274478e-02,-7.600324785911906356e-02,-1.309650725594173337e-01,-1.862341087731120004e-01,-2.022093884790347740e-01,-1.653202396986946654e-01,-1.437417476220234080e-01,-1.589990297093996086e-01,-2.336940426597998721e-01,-3.013187679529645280e-01,-2.520818111913624704e-01,-1.235626481631661722e-01,-2.131897076367671867e-02,3.368342700773405834e-02,5.131942386783344516e-03,-4.637140658849787239e-02,-8.465807687574783413e-02,-1.204985533867879433e-01,-1.445909355994867140e-01,-1.603747816517303859e-01,-1.462582199232366209e-01,-1.136365143527329896e-01,-5.809118042104326890e-02,1.917356433943216004e-02,2.368831368058082337e-02,-6.112534087059999510e-02,-1.639964623397625054e-01,-1.777259883481345226e-01,-9.174889459837952399e-02,-2.159446197738557754e-02
2.647965672112027602e-01,2.966153577782466022e-01,3.207130998144869793e-01,3.405372432148323636e-01,3.112942796297364922e-01,2.357848041793880189e-01,1.861426876184223145e-01,2.162316655521102082e-01,2.551764394561890081e-01,2.315032415872416705e-01,1.337692081128415977e-01,4.207369563758411868e-02,-3.217068627836108807e-02,-3.311089929856690650e-02,3.063141981604473874e-02,1.034545675016680100e-01,2.138252030064310416e-01,3.148912776837546890e-01,3.728143274752994119e-01,4.090827912596892157e-01,4.181844764421754346e-01,4.007888272233799953e-01,3.654607557411123087e-01,3.209258942277183890e-01,2.845988361962774049e-01,1.891916436368419885e-01,8.981443711831642307e-02,2.792919898180388355e-02,-4.887544896416000199e-03,-2.497242779035197327e-02,-1.997750710358861884e-02,-2.226128097645992468e-02
-5.607136803170583578e-02,-3.807621325870454154e-02,-8.453750245033204991e-03,1.197530691734150984e-02,-2.774345552453557403e-03,-2.342988508838609804e-02,-3.204490568142365908e-02,-4.860794273634505558e-02,-4.389336070060922967e-02,-5.947019663871606909e-02,-6.319868221711298639e-02,-1.133937834816203284e-02,4.912107646211605338e-02,8.155479639748237919e-02,8.244209547649632153e-02,3.180838124884457357e-02,-4.788260082040452642e-02,-9.602872418098704066e-02,-1.034468909510047469e-01,-5.814206701504937708e-02,1.858519338547677188e-02,1.318076505157905476e-01,2.608163692086912788e-01,3.676998068813295273e-01,4.070873951484922371e-01,3.315907538725176851e-01,1.775879920356309150e-01,3.226255818231141270e-02,-5.173743207837445263e-02,-4.422015174354657768e-02,3.817903581528710177e-02,1.243306956774876959e-01
1.890073094760236772e-01,1.904981404150327962e-01,1.725549635535635618e-01,1.140180745326425382e-01,7.983724827280390401e-02,7.125012961687306190e-02,1.214362013543423130e-01,2.133359055873757515e-01,2.773219281028269645e-01,2.792088872222810436e-01,1.831536932292060493e-01,1.051288196652275381e-01,8.486229665293874846e-02,1.226238242119327831e-01,1.826810267009240651e-01,1.990727424474091067e-01,1.896082414750223655e-01,1.385531817246613007e-01,7.329155242842659568e-02,9.617763057094363618e-03,-6.484523227677492507e-02,-1.373641798271265091e-01,-1.549210380249384233e-01,-1.331204472859379151e-01,-6.203642808375930962e-02,5.306579043548990439e-03,1.734797006943609304e-02,1.944598978725496641e-02,6.852311329034600773e-02,1.434255114216128058e-01,1.421916417658814491e-01,6.929842208754136146e-02
-2.884248713675986453e-01,-2.987978604825700102e-01,-2.906580086815663821e-01,-2.900109141178228711e-01,-2.865138393822648788e-01,-2.306427794667162690e-01,-1.453756015046583638e-01,-1.102861656799444534e-01,-1.326303593771845368e-01,-2.041537202411686514e-01,-2.953360626181457671e-01,-3.390303041374037596e-01,-3.373533258316238626e-01,-3.036990207293838173e-01,-2.688482761012732647e-01,-2.739387562706471213e-01,-3.145832574440318719e-01,-3.572320124369196548e-01,-4.049266701062805285e-01,-3.995780366262507433e-01,-3.177232711157850220e-01,-1.982832704379896838e-01,-8.091506861175382093e-02,-4.039649166624834781e-02,-7.722697378202972307e-02,-1.355745914837520327e-01,-1.770127780148985919e-01,-2.011440284534157519e-01,-2.118666801844005521e-01,-1.963272632132557483e-01,-1.536219760499610842e-01,-1.129528655413138682e-01
1.658727852208047027e-01,2.287213572232575376e-01,2.412357540054821670e-01,2.134331863725923428e-01,1.754161378995346687e-01,1.311723858938481646e-01,1.313061615400874238e-01,1.744681838850401234e-01,1.919856979501633754e-01,1.715242605533804088e-01,1.363586360459275726e-01,1.161828613038236035e-01,1.011924311671646426e-01,1.062207654250525851e-01,1.304725419910969519e-01,1.394616118238337088e-01,1.427024364637663745e-01,1.703128864276619581e-01,2.233934554105029557e-01,2.329275517100884707e-01,1.979526374876799388e-01,1.503106173974010362e-01,1.134359455789772791e-01,1.481463812448113593e-01,2.322275768194508871e-01,3.042895877134526583e-01,2.879146074020406676e-01,2.264712801867605207e-01,1.407311455913525799e-01,2.961830244276177082e-02,-6.298116107339141179e-02,-7.613137480640784494e-02
-1.870306466934901768e-01,-3.059865278680286571e-01,-3.630810262882887551e-01,-3.368289276523812048e-01,-2.521057173417916575e-01,-1.375795536954983744e-01,-5.308385899812113895e-02,-3.360121145493940448e-02,-7.032437518732598258e-02,-1.378304549654749966e-01,-2.231967163110437358e-01,-2.944476561561591987e-01,-3.684000958222503064e-01,-4.189011084705058230e-01,-4.214143910885597699e-01,-4.332059457978101880e-01,-4.475310068019816012e-01,-4.403374728094165969e-01,-3.945062254059479856e-01,-2.616371723261635696e-01,-6.179311508316798901e-02,1.261547308313894500e-01,2.389866185831686918e-01,2.761792049890729461e-01,2.484953796168967721e-01,1.590839884289194650e-01,5.018383221375117414e-02,-2.590155794608018508e-02,-6.609375431016102816e-03,8.098494858558218101e-02,1.622814629567215228e-01,1.845503159563366968e-01
-8.886047628496647477e-02,-2.400607637483686829e-01,-3.187406404644665403e-01,-2.859765600844973443e-01,-2.080894857218397453e-01,-1.393403667154823056e-01,-1.035969282587331924e-01,-1.220229731940665335e-01,-1.835362136321637694e-01,-2.085186781941832934e-01,-1.891412063836539759e-01,-1.893041019350282517e-01,-2.235144602863728958e-01,-2.590606351064975166e-01,-2.554416261571367253e-01,-2.690067924859947390e-01,-3.285263276143760014e-01,-3.783430505732588434e-01,-3.611443836000658991e-01,-2.873057849180282175e-01,-1.772917181633322514e-01,-6.222089366592511300e-02,2.176425316543026227e-03,-1.076172238168783980e-03,-3.703571581514452510e-02,-5.564385829532161182e-02,4.145969095423020223e-02,1.816462930500954420e-01,2.115318783158067206e-01,1.450808001377313083e-01,4.656203771526160051e-02,4.140634064343454851e-03
-1.609846625571428602e-01,-1.310298055229563441e-01,-4.095740621635459572e-02,4.584406240311219433e-02,8.454227392753194126e-02,7.368109721820714775e-02,4.874983961174791242e-02,7.359192881872554659e-02,1.478265958210450148e-01,1.800318467402808875e-01,1.024624478061562233e-01,-1.091535481646604966e-02,-7.932588699880044336e-02,-1.335865971315579326e-01,-1.807027079246227019e-01,-1.524822771950868627e-01,-7.339948806628517064e-02,-2.109326721518720374e-02,-2.613479358163619051e-02,-2.638719711133719406e-02,-9.326954961065470409e-03,6.045319353939631463e-02,1.746398199274186991e-01,2.663289584000048116e-01,2.869439984507508590e-01,2.115361100115656923e-01,1.420405343202792436e-01,1.622254395592933329e-01,2.257031319920561330e-01,2.847506773653155077e-01,2.844804518177348474e-01,2.588551166030340078e-01
1.069438867523319348e-01,2.191878884460184418e-01,2.556813792457265366e-01,2.371786268712727241e-01,2.006500476296227131e-01,1.194975243237240414e-01,7.974062607148724169e-03,-3.740579830380894033e-02,-3.893131543672758571e-02,-4.058640837317704225e-02,-4.417466951367066130e-02,-5.997016832460874691e-02,-6.168714141201506879e-02,-1.277172690854702468e-02,1.015657237720749284e-01,1.852848320962860174e-01,2.034405477766764447e-01,1.665629108920888835e-01,1.124502200799549628e-01,9.363021107043086044e-02,1.386596039787604540e-01,1.846727255593648975e-01,1.805178909010941024e-01,1.224969702615001932e-01,4.496274307253459585e-02,-7.102682073487886702e-03,-1.152743174492028462e-02,-2.099965871811500587e-02,-5.891511347511715901e-02,-1.008780972739865972e-01,-1.099830912900683355e-01,-9.963834429354313793e-02
